"Desease";"Año";"Resultado";"Funcion donde se obtuve el resultado";"Mensaje"
"Anomalías Congénitas";"2010";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Anomalías Congénitas";"2011";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Anomalías Congénitas";"2012";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Anomalías Congénitas";"2013";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Anomalías Congénitas";"2014";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Anomalías Congénitas";"2015";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Anomalías Congénitas";"2016";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Anomalías Congénitas";"2017";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Anomalías Congénitas";"2018";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Anomalías Congénitas";"2019";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Anomalías Congénitas";"2020";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Anomalías Congénitas";"2021";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Anomalías Congénitas";"2022";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Bajo Peso Al Nacer";"2012";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Bajo Peso Al Nacer";"2013";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Bajo Peso Al Nacer";"2014";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Bajo Peso Al Nacer";"2015";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Bajo Peso Al Nacer";"2016";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Bajo Peso Al Nacer";"2017";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Bajo Peso Al Nacer";"2018";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Bajo Peso Al Nacer";"2019";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Bajo Peso Al Nacer";"2020";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Bajo Peso Al Nacer";"2021";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Bajo Peso Al Nacer";"2022";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Cáncer De La Mama Y Cuello Uterino";"2016";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Cáncer De La Mama Y Cuello Uterino";"2017";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Cáncer De La Mama Y Cuello Uterino";"2018";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Cáncer De La Mama Y Cuello Uterino";"2019";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Cáncer De La Mama Y Cuello Uterino";"2020";"Success";"agrupar_edad_sex";"Success Cáncer De La Mama Y Cuello Uterino 2020 : 16  rows, 3  columns"
"Cáncer De La Mama Y Cuello Uterino";"2021";"Success";"agrupar_edad_sex";"Success Cáncer De La Mama Y Cuello Uterino 2021 : 16  rows, 3  columns"
"Cáncer Infantil";"2014";"Success";"agrupar_edad_sex";"Success Cáncer Infantil 2014 : 4  rows, 3  columns"
"Cáncer Infantil";"2015";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Cáncer Infantil";"2016";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Cáncer Infantil";"2017";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Cáncer Infantil";"2018";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Cáncer Infantil";"2019";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Cáncer Infantil";"2020";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Cáncer Infantil";"2021";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Cáncer Infantil";"2022";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Chagas";"2012";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Chagas";"2013";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Chagas";"2014";"Success";"agrupar_edad_sex";"Success Chagas 2014 : 19  rows, 3  columns"
"Chagas";"2015";"Success";"agrupar_edad_sex";"Success Chagas 2015 : 18  rows, 3  columns"
"Chagas";"2016";"Success";"agrupar_edad_sex";"Success Chagas 2016 : 18  rows, 3  columns"
"Chagas";"2017";"Success";"agrupar_edad_sex";"Success Chagas 2017 : 18  rows, 3  columns"
"Chagas";"2018";"Success";"agrupar_edad_sex";"Success Chagas 2018 : 18  rows, 3  columns"
"Chagas";"2019";"Success";"agrupar_edad_sex";"Success Chagas 2019 : 15  rows, 3  columns"
"Chagas";"2020";"Success";"agrupar_edad_sex";"Success Chagas 2020 : 16  rows, 3  columns"
"Chagas";"2021";"Success";"agrupar_edad_sex";"Success Chagas 2021 : 19  rows, 3  columns"
"Chagas";"2022";"Success";"agrupar_edad_sex";"Success Chagas 2022 : 18  rows, 3  columns"
"Chikunguya";"2014";"Success";"agrupar_edad_sex";"Success Chikunguya 2014 : 18  rows, 3  columns"
"Chikunguya";"2015";"Success";"agrupar_edad_sex";"Success Chikunguya 2015 : 18  rows, 3  columns"
"Chikunguya";"2016";"Success";"agrupar_edad_sex";"Success Chikunguya 2016 : 18  rows, 3  columns"
"Chikunguya";"2017";"Success";"agrupar_edad_sex";"Success Chikunguya 2017 : 17  rows, 3  columns"
"Chikunguya";"2018";"Success";"agrupar_edad_sex";"Success Chikunguya 2018 : 18  rows, 3  columns"
"Chikunguya";"2019";"Success";"agrupar_edad_sex";"Success Chikunguya 2019 : 17  rows, 3  columns"
"Chikunguya";"2020";"Success";"agrupar_edad_sex";"Success Chikunguya 2020 : 18  rows, 3  columns"
"Chikunguya";"2021";"Success";"agrupar_edad_sex";"Success Chikunguya 2021 : 14  rows, 3  columns"
"Chikunguya";"2022";"Success";"agrupar_edad_sex";"Success Chikunguya 2022 : 13  rows, 3  columns"
"Dengue";"2007";"Success";"agrupar_edad_sex";"Success Dengue 2007 : 13  rows, 3  columns"
"Dengue";"2008";"Success";"agrupar_edad_sex";"Success Dengue 2008 : 13  rows, 3  columns"
"Dengue";"2009";"Success";"agrupar_edad_sex";"Success Dengue 2009 : 13  rows, 3  columns"
"Dengue";"2010";"Success";"agrupar_edad_sex";"Success Dengue 2010 : 13  rows, 3  columns"
"Dengue";"2011";"Success";"agrupar_edad_sex";"Success Dengue 2011 : 13  rows, 3  columns"
"Dengue";"2012";"Success";"agrupar_edad_sex";"Success Dengue 2012 : 13  rows, 3  columns"
"Dengue";"2013";"Success";"agrupar_edad_sex";"Success Dengue 2013 : 13  rows, 3  columns"
"Dengue";"2014";"Success";"agrupar_edad_sex";"Success Dengue 2014 : 13  rows, 3  columns"
"Dengue";"2015";"Success";"agrupar_edad_sex";"Success Dengue 2015 : 13  rows, 3  columns"
"Dengue";"2016";"Success";"agrupar_edad_sex";"Success Dengue 2016 : 13  rows, 3  columns"
"Dengue";"2017";"Success";"agrupar_edad_sex";"Success Dengue 2017 : 22  rows, 3  columns"
"Dengue";"2018";"Success";"agrupar_edad_sex";"Success Dengue 2018 : 26  rows, 3  columns"
"Dengue";"2019";"Success";"agrupar_edad_sex";"Success Dengue 2019 : 26  rows, 3  columns"
"Dengue";"2020";"Success";"agrupar_edad_sex";"Success Dengue 2020 : 24  rows, 3  columns"
"Dengue";"2021";"Success";"agrupar_edad_sex";"Success Dengue 2021 : 21  rows, 3  columns"
"Dengue";"2022";"Success";"agrupar_edad_sex";"Success Dengue 2022 : 21  rows, 3  columns"
"Dengue Grave";"2007";"Success";"agrupar_edad_sex";"Success Dengue Grave 2007 : 21  rows, 3  columns"
"Dengue Grave";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Dengue Grave";"2009";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Dengue Grave";"2010";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Dengue Grave";"2011";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Dengue Grave";"2012";"Success";"agrupar_edad_sex";"Success Dengue Grave 2012 : 18  rows, 3  columns"
"Dengue Grave";"2013";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Dengue Grave";"2014";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Dengue Grave";"2015";"Success";"agrupar_edad_sex";"Success Dengue Grave 2015 : 20  rows, 3  columns"
"Dengue Grave";"2016";"Success";"agrupar_edad_sex";"Success Dengue Grave 2016 : 20  rows, 3  columns"
"Dengue Grave";"2017";"Success";"agrupar_edad_sex";"Success Dengue Grave 2017 : 20  rows, 3  columns"
"Dengue Grave";"2018";"Success";"agrupar_edad_sex";"Success Dengue Grave 2018 : 20  rows, 3  columns"
"Dengue Grave";"2019";"Success";"agrupar_edad_sex";"Success Dengue Grave 2019 : 19  rows, 3  columns"
"Dengue Grave";"2020";"Success";"agrupar_edad_sex";"Success Dengue Grave 2020 : 19  rows, 3  columns"
"Dengue Grave";"2021";"Success";"agrupar_edad_sex";"Success Dengue Grave 2021 : 18  rows, 3  columns"
"Dengue Grave";"2022";"Success";"agrupar_edad_sex";"Success Dengue Grave 2022 : 18  rows, 3  columns"
"Esi - Irag (Vigilancia Centinela)";"2008";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2008 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2009";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2009 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2010";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2010 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2011";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2011 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2012";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2012 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2013";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2013 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2014";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2014 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2015";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2015 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2016";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2016 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2017";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2017 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2018";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2018 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2019";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2019 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2020";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2020 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2021";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2021 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2022";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2022 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Evento Adverso Grave Posterior A La Vacunación";"2007";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Evento Adverso Grave Posterior A La Vacunación";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Evento Adverso Grave Posterior A La Vacunación";"2009";"Success";"agrupar_edad_sex";"Success Evento Adverso Grave Posterior A La Vacunación 2009 : 18  rows, 3  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2010";"Success";"agrupar_edad_sex";"Success Evento Adverso Grave Posterior A La Vacunación 2010 : 18  rows, 3  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2011";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Evento Adverso Grave Posterior A La Vacunación";"2012";"Success";"agrupar_edad_sex";"Success Evento Adverso Grave Posterior A La Vacunación 2012 : 16  rows, 3  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2013";"Success";"agrupar_edad_sex";"Success Evento Adverso Grave Posterior A La Vacunación 2013 : 17  rows, 3  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2014";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Evento Adverso Grave Posterior A La Vacunación";"2015";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Evento Adverso Grave Posterior A La Vacunación";"2016";"Success";"agrupar_edad_sex";"Success Evento Adverso Grave Posterior A La Vacunación 2016 : 16  rows, 3  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2017";"Success";"agrupar_edad_sex";"Success Evento Adverso Grave Posterior A La Vacunación 2017 : 17  rows, 3  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2018";"Success";"agrupar_edad_sex";"Success Evento Adverso Grave Posterior A La Vacunación 2018 : 15  rows, 3  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2019";"Success";"agrupar_edad_sex";"Success Evento Adverso Grave Posterior A La Vacunación 2019 : 15  rows, 3  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2020";"Success";"agrupar_edad_sex";"Success Evento Adverso Grave Posterior A La Vacunación 2020 : 14  rows, 3  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2021";"Success";"agrupar_edad_sex";"Success Evento Adverso Grave Posterior A La Vacunación 2021 : 8  rows, 3  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2022";"Success";"agrupar_edad_sex";"Success Evento Adverso Grave Posterior A La Vacunación 2022 : 14  rows, 3  columns"
"Exposición A Flúor";"2012";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Exposición A Flúor";"2013";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Exposición A Flúor";"2014";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Exposición A Flúor";"2015";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Exposición A Flúor";"2016";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Exposición A Flúor";"2017";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Exposición A Flúor";"2018";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Exposición A Flúor";"2019";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Fiebre Amarilla";"2007";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Fiebre Amarilla";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Fiebre Amarilla";"2009";"Success";"agrupar_edad_sex";"Success Fiebre Amarilla 2009 : 4  rows, 3  columns"
"Fiebre Amarilla";"2013";"Success";"agrupar_edad_sex";"Success Fiebre Amarilla 2013 : 1  rows, 3  columns"
"Fiebre Amarilla";"2016";"Success";"agrupar_edad_sex";"Success Fiebre Amarilla 2016 : 3  rows, 3  columns"
"Fiebre Amarilla";"2018";"Success";"agrupar_edad_sex";"Success Fiebre Amarilla 2018 : 1  rows, 3  columns"
"Fiebre Tifoidea Y Paratifoidea";"2007";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Fiebre Tifoidea Y Paratifoidea";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Fiebre Tifoidea Y Paratifoidea";"2009";"Success";"agrupar_edad_sex";"Success Fiebre Tifoidea Y Paratifoidea 2009 : 10  rows, 3  columns"
"Fiebre Tifoidea Y Paratifoidea";"2010";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Fiebre Tifoidea Y Paratifoidea";"2011";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Fiebre Tifoidea Y Paratifoidea";"2012";"Error";"agrupar_edad_sex";"In argument: `ranges = cut(data_event[[nomb_col]], seq(min_val, max_val, paso))`."
"Fiebre Tifoidea Y Paratifoidea";"2013";"Success";"agrupar_edad_sex";"Success Fiebre Tifoidea Y Paratifoidea 2013 : 11  rows, 3  columns"
"Fiebre Tifoidea Y Paratifoidea";"2014";"Success";"agrupar_edad_sex";"Success Fiebre Tifoidea Y Paratifoidea 2014 : 11  rows, 3  columns"
"Fiebre Tifoidea Y Paratifoidea";"2015";"Success";"agrupar_edad_sex";"Success Fiebre Tifoidea Y Paratifoidea 2015 : 18  rows, 3  columns"
"Fiebre Tifoidea Y Paratifoidea";"2016";"Success";"agrupar_edad_sex";"Success Fiebre Tifoidea Y Paratifoidea 2016 : 15  rows, 3  columns"
"Fiebre Tifoidea Y Paratifoidea";"2017";"Success";"agrupar_edad_sex";"Success Fiebre Tifoidea Y Paratifoidea 2017 : 17  rows, 3  columns"
