"Desease";"Año";"Resultado";"Funcion donde se obtuve el resultado";"Mensaje"
"Agresiones Por Animales Potencialmente Transmisores De Rabia";"2022";"Success";"agrupar_fecha_inisintomas";"Success Agresiones Por Animales Potencialmente Transmisores De Rabia 2022 : 381  rows, 4  columns"
"Anomalías Congénitas";"2010";"Success";"agrupar_fecha_inisintomas";"Success Anomalías Congénitas 2010 : 212  rows, 4  columns"
"Anomalías Congénitas";"2011";"Success";"agrupar_fecha_inisintomas";"Success Anomalías Congénitas 2011 : 472  rows, 4  columns"
"Anomalías Congénitas";"2012";"Success";"agrupar_fecha_inisintomas";"Success Anomalías Congénitas 2012 : 690  rows, 4  columns"
"Anomalías Congénitas";"2013";"Success";"agrupar_fecha_inisintomas";"Success Anomalías Congénitas 2013 : 1415  rows, 4  columns"
"Anomalías Congénitas";"2014";"Success";"agrupar_fecha_inisintomas";"Success Anomalías Congénitas 2014 : 1415  rows, 4  columns"
"Anomalías Congénitas";"2015";"Success";"agrupar_fecha_inisintomas";"Success Anomalías Congénitas 2015 : 404  rows, 4  columns"
"Anomalías Congénitas";"2016";"Success";"agrupar_fecha_inisintomas";"Success Anomalías Congénitas 2016 : 463  rows, 4  columns"
"Anomalías Congénitas";"2017";"Success";"agrupar_fecha_inisintomas";"Success Anomalías Congénitas 2017 : 385  rows, 4  columns"
"Anomalías Congénitas";"2018";"Success";"agrupar_fecha_inisintomas";"Success Anomalías Congénitas 2018 : 1384  rows, 4  columns"
"Anomalías Congénitas";"2019";"Success";"agrupar_fecha_inisintomas";"Success Anomalías Congénitas 2019 : 1384  rows, 4  columns"
"Anomalías Congénitas";"2020";"Success";"agrupar_fecha_inisintomas";"Success Anomalías Congénitas 2020 : 1013  rows, 4  columns"
"Anomalías Congénitas";"2021";"Success";"agrupar_fecha_inisintomas";"Success Anomalías Congénitas 2021 : 409  rows, 4  columns"
"Anomalías Congénitas";"2022";"Success";"agrupar_fecha_inisintomas";"Success Anomalías Congénitas 2022 : 411  rows, 4  columns"
"Bajo Peso Al Nacer";"2012";"Success";"agrupar_fecha_inisintomas";"Success Bajo Peso Al Nacer 2012 : 13  rows, 4  columns"
"Bajo Peso Al Nacer";"2013";"Success";"agrupar_fecha_inisintomas";"Success Bajo Peso Al Nacer 2013 : 13  rows, 4  columns"
"Bajo Peso Al Nacer";"2014";"Success";"agrupar_fecha_inisintomas";"Success Bajo Peso Al Nacer 2014 : 13  rows, 4  columns"
"Bajo Peso Al Nacer";"2015";"Success";"agrupar_fecha_inisintomas";"Success Bajo Peso Al Nacer 2015 : 36  rows, 4  columns"
"Bajo Peso Al Nacer";"2016";"Success";"agrupar_fecha_inisintomas";"Success Bajo Peso Al Nacer 2016 : 36  rows, 4  columns"
"Bajo Peso Al Nacer";"2017";"Success";"agrupar_fecha_inisintomas";"Success Bajo Peso Al Nacer 2017 : 36  rows, 4  columns"
"Bajo Peso Al Nacer";"2018";"Success";"agrupar_fecha_inisintomas";"Success Bajo Peso Al Nacer 2018 : 36  rows, 4  columns"
"Bajo Peso Al Nacer";"2019";"Success";"agrupar_fecha_inisintomas";"Success Bajo Peso Al Nacer 2019 : 36  rows, 4  columns"
"Bajo Peso Al Nacer";"2020";"Success";"agrupar_fecha_inisintomas";"Success Bajo Peso Al Nacer 2020 : 36  rows, 4  columns"
"Bajo Peso Al Nacer";"2021";"Success";"agrupar_fecha_inisintomas";"Success Bajo Peso Al Nacer 2021 : 36  rows, 4  columns"
"Bajo Peso Al Nacer";"2022";"Success";"agrupar_fecha_inisintomas";"Success Bajo Peso Al Nacer 2022 : 1  rows, 4  columns"
"Cáncer De La Mama Y Cuello Uterino";"2016";"Success";"agrupar_fecha_inisintomas";"Success Cáncer De La Mama Y Cuello Uterino 2016 : 2315  rows, 4  columns"
"Cáncer De La Mama Y Cuello Uterino";"2017";"Success";"agrupar_fecha_inisintomas";"Success Cáncer De La Mama Y Cuello Uterino 2017 : 2849  rows, 4  columns"
"Cáncer De La Mama Y Cuello Uterino";"2018";"Success";"agrupar_fecha_inisintomas";"Success Cáncer De La Mama Y Cuello Uterino 2018 : 3710  rows, 4  columns"
"Cáncer De La Mama Y Cuello Uterino";"2019";"Success";"agrupar_fecha_inisintomas";"Success Cáncer De La Mama Y Cuello Uterino 2019 : 4272  rows, 4  columns"
"Cáncer De La Mama Y Cuello Uterino";"2020";"Success";"agrupar_fecha_inisintomas";"Success Cáncer De La Mama Y Cuello Uterino 2020 : 3729  rows, 4  columns"
"Cáncer De La Mama Y Cuello Uterino";"2021";"Success";"agrupar_fecha_inisintomas";"Success Cáncer De La Mama Y Cuello Uterino 2021 : 3729  rows, 4  columns"
"Cáncer Infantil";"2014";"Success";"agrupar_fecha_inisintomas";"Success Cáncer Infantil 2014 : 676  rows, 4  columns"
"Cáncer Infantil";"2015";"Success";"agrupar_fecha_inisintomas";"Success Cáncer Infantil 2015 : 543  rows, 4  columns"
"Cáncer Infantil";"2016";"Success";"agrupar_fecha_inisintomas";"Success Cáncer Infantil 2016 : 553  rows, 4  columns"
"Cáncer Infantil";"2017";"Success";"agrupar_fecha_inisintomas";"Success Cáncer Infantil 2017 : 617  rows, 4  columns"
"Cáncer Infantil";"2018";"Success";"agrupar_fecha_inisintomas";"Success Cáncer Infantil 2018 : 657  rows, 4  columns"
"Cáncer Infantil";"2019";"Success";"agrupar_fecha_inisintomas";"Success Cáncer Infantil 2019 : 716  rows, 4  columns"
"Cáncer Infantil";"2020";"Success";"agrupar_fecha_inisintomas";"Success Cáncer Infantil 2020 : 683  rows, 4  columns"
"Cáncer Infantil";"2021";"Success";"agrupar_fecha_inisintomas";"Success Cáncer Infantil 2021 : 645  rows, 4  columns"
"Cáncer Infantil";"2022";"Success";"agrupar_fecha_inisintomas";"Success Cáncer Infantil 2022 : 723  rows, 4  columns"
"Chagas";"2012";"Success";"agrupar_fecha_inisintomas";"Success Chagas 2012 : 280  rows, 4  columns"
"Chagas";"2013";"Success";"agrupar_fecha_inisintomas";"Success Chagas 2013 : 220  rows, 4  columns"
"Chagas";"2014";"Success";"agrupar_fecha_inisintomas";"Success Chagas 2014 : 246  rows, 4  columns"
"Chagas";"2015";"Success";"agrupar_fecha_inisintomas";"Success Chagas 2015 : 218  rows, 4  columns"
"Chagas";"2016";"Success";"agrupar_fecha_inisintomas";"Success Chagas 2016 : 209  rows, 4  columns"
"Chagas";"2017";"Success";"agrupar_fecha_inisintomas";"Success Chagas 2017 : 164  rows, 4  columns"
"Chagas";"2018";"Success";"agrupar_fecha_inisintomas";"Success Chagas 2018 : 106  rows, 4  columns"
"Chagas";"2019";"Success";"agrupar_fecha_inisintomas";"Success Chagas 2019 : 141  rows, 4  columns"
"Chagas";"2020";"Success";"agrupar_fecha_inisintomas";"Success Chagas 2020 : 70  rows, 4  columns"
"Chagas";"2021";"Success";"agrupar_fecha_inisintomas";"Success Chagas 2021 : 130  rows, 4  columns"
"Chagas";"2022";"Success";"agrupar_fecha_inisintomas";"Success Chagas 2022 : 198  rows, 4  columns"
"Chikunguya";"2014";"Success";"agrupar_fecha_inisintomas";"Success Chikunguya 2014 : 198  rows, 4  columns"
"Chikunguya";"2015";"Success";"agrupar_fecha_inisintomas";"Success Chikunguya 2015 : 198  rows, 4  columns"
"Chikunguya";"2016";"Success";"agrupar_fecha_inisintomas";"Success Chikunguya 2016 : 198  rows, 4  columns"
"Chikunguya";"2017";"Success";"agrupar_fecha_inisintomas";"Success Chikunguya 2017 : 327  rows, 4  columns"
"Chikunguya";"2018";"Success";"agrupar_fecha_inisintomas";"Success Chikunguya 2018 : 294  rows, 4  columns"
"Chikunguya";"2019";"Success";"agrupar_fecha_inisintomas";"Success Chikunguya 2019 : 258  rows, 4  columns"
"Chikunguya";"2020";"Success";"agrupar_fecha_inisintomas";"Success Chikunguya 2020 : 93  rows, 4  columns"
"Chikunguya";"2021";"Success";"agrupar_fecha_inisintomas";"Success Chikunguya 2021 : 45  rows, 4  columns"
"Chikunguya";"2022";"Success";"agrupar_fecha_inisintomas";"Success Chikunguya 2022 : 70  rows, 4  columns"
"Dengue";"2007";"Success";"agrupar_fecha_inisintomas";"Success Dengue 2007 : 70  rows, 4  columns"
"Dengue";"2008";"Success";"agrupar_fecha_inisintomas";"Success Dengue 2008 : 70  rows, 4  columns"
"Dengue";"2009";"Success";"agrupar_fecha_inisintomas";"Success Dengue 2009 : 70  rows, 4  columns"
"Dengue";"2010";"Success";"agrupar_fecha_inisintomas";"Success Dengue 2010 : 70  rows, 4  columns"
"Dengue";"2011";"Success";"agrupar_fecha_inisintomas";"Success Dengue 2011 : 70  rows, 4  columns"
"Dengue";"2012";"Success";"agrupar_fecha_inisintomas";"Success Dengue 2012 : 70  rows, 4  columns"
"Dengue";"2013";"Success";"agrupar_fecha_inisintomas";"Success Dengue 2013 : 70  rows, 4  columns"
"Dengue";"2014";"Success";"agrupar_fecha_inisintomas";"Success Dengue 2014 : 70  rows, 4  columns"
"Dengue";"2015";"Success";"agrupar_fecha_inisintomas";"Success Dengue 2015 : 70  rows, 4  columns"
"Dengue";"2016";"Success";"agrupar_fecha_inisintomas";"Success Dengue 2016 : 70  rows, 4  columns"
"Dengue";"2017";"Success";"agrupar_fecha_inisintomas";"Success Dengue 2017 : 553  rows, 4  columns"
"Dengue";"2018";"Success";"agrupar_fecha_inisintomas";"Success Dengue 2018 : 791  rows, 4  columns"
"Dengue";"2019";"Success";"agrupar_fecha_inisintomas";"Success Dengue 2019 : 791  rows, 4  columns"
"Dengue";"2020";"Success";"agrupar_fecha_inisintomas";"Success Dengue 2020 : 866  rows, 4  columns"
"Dengue";"2021";"Success";"agrupar_fecha_inisintomas";"Success Dengue 2021 : 906  rows, 4  columns"
"Dengue";"2022";"Success";"agrupar_fecha_inisintomas";"Success Dengue 2022 : 906  rows, 4  columns"
"Dengue Grave";"2007";"Success";"agrupar_fecha_inisintomas";"Success Dengue Grave 2007 : 906  rows, 4  columns"
"Dengue Grave";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Dengue Grave";"2009";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Dengue Grave";"2010";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Dengue Grave";"2011";"Success";"agrupar_fecha_inisintomas";"Success Dengue Grave 2011 : 377  rows, 4  columns"
"Dengue Grave";"2012";"Success";"agrupar_fecha_inisintomas";"Success Dengue Grave 2012 : 375  rows, 4  columns"
"Dengue Grave";"2013";"Success";"agrupar_fecha_inisintomas";"Success Dengue Grave 2013 : 414  rows, 4  columns"
"Dengue Grave";"2014";"Success";"agrupar_fecha_inisintomas";"Success Dengue Grave 2014 : 414  rows, 4  columns"
"Dengue Grave";"2015";"Success";"agrupar_fecha_inisintomas";"Success Dengue Grave 2015 : 400  rows, 4  columns"
"Dengue Grave";"2016";"Success";"agrupar_fecha_inisintomas";"Success Dengue Grave 2016 : 303  rows, 4  columns"
"Dengue Grave";"2017";"Success";"agrupar_fecha_inisintomas";"Success Dengue Grave 2017 : 165  rows, 4  columns"
"Dengue Grave";"2018";"Success";"agrupar_fecha_inisintomas";"Success Dengue Grave 2018 : 289  rows, 4  columns"
"Dengue Grave";"2019";"Success";"agrupar_fecha_inisintomas";"Success Dengue Grave 2019 : 372  rows, 4  columns"
"Dengue Grave";"2020";"Success";"agrupar_fecha_inisintomas";"Success Dengue Grave 2020 : 307  rows, 4  columns"
"Dengue Grave";"2021";"Success";"agrupar_fecha_inisintomas";"Success Dengue Grave 2021 : 312  rows, 4  columns"
"Dengue Grave";"2022";"Success";"agrupar_fecha_inisintomas";"Success Dengue Grave 2022 : 312  rows, 4  columns"
"Esi - Irag (Vigilancia Centinela)";"2008";"Error";"import_data_sivigila";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2008 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2009";"Error";"import_data_sivigila";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2009 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2010";"Error";"import_data_sivigila";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2010 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2011";"Error";"import_data_sivigila";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2011 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2012";"Error";"import_data_sivigila";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2012 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2013";"Error";"import_data_sivigila";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2013 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2014";"Error";"import_data_sivigila";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2014 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2015";"Error";"import_data_sivigila";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2015 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2016";"Error";"import_data_sivigila";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2016 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2017";"Error";"import_data_sivigila";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2017 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2018";"Error";"import_data_sivigila";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2018 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2019";"Error";"import_data_sivigila";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2019 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2020";"Error";"import_data_sivigila";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2020 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2021";"Error";"import_data_sivigila";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2021 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2022";"Error";"import_data_sivigila";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2022 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Evento Adverso Grave Posterior A La Vacunación";"2007";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Evento Adverso Grave Posterior A La Vacunación";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Evento Adverso Grave Posterior A La Vacunación";"2009";"Success";"agrupar_fecha_inisintomas";"Success Evento Adverso Grave Posterior A La Vacunación 2009 : 233  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2010";"Success";"agrupar_fecha_inisintomas";"Success Evento Adverso Grave Posterior A La Vacunación 2010 : 286  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2011";"Success";"agrupar_fecha_inisintomas";"Success Evento Adverso Grave Posterior A La Vacunación 2011 : 310  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2012";"Success";"agrupar_fecha_inisintomas";"Success Evento Adverso Grave Posterior A La Vacunación 2012 : 306  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2013";"Success";"agrupar_fecha_inisintomas";"Success Evento Adverso Grave Posterior A La Vacunación 2013 : 309  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2014";"Success";"agrupar_fecha_inisintomas";"Success Evento Adverso Grave Posterior A La Vacunación 2014 : 393  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2015";"Success";"agrupar_fecha_inisintomas";"Success Evento Adverso Grave Posterior A La Vacunación 2015 : 291  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2016";"Success";"agrupar_fecha_inisintomas";"Success Evento Adverso Grave Posterior A La Vacunación 2016 : 288  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2017";"Success";"agrupar_fecha_inisintomas";"Success Evento Adverso Grave Posterior A La Vacunación 2017 : 295  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2018";"Success";"agrupar_fecha_inisintomas";"Success Evento Adverso Grave Posterior A La Vacunación 2018 : 224  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2019";"Success";"agrupar_fecha_inisintomas";"Success Evento Adverso Grave Posterior A La Vacunación 2019 : 260  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2020";"Success";"agrupar_fecha_inisintomas";"Success Evento Adverso Grave Posterior A La Vacunación 2020 : 207  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2021";"Success";"agrupar_fecha_inisintomas";"Success Evento Adverso Grave Posterior A La Vacunación 2021 : 198  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2022";"Success";"agrupar_fecha_inisintomas";"Success Evento Adverso Grave Posterior A La Vacunación 2022 : 154  rows, 4  columns"
"Exposición A Flúor";"2012";"Success";"agrupar_fecha_inisintomas";"Success Exposición A Flúor 2012 : 1  rows, 4  columns"
"Exposición A Flúor";"2013";"Success";"agrupar_fecha_inisintomas";"Success Exposición A Flúor 2013 : 2  rows, 4  columns"
"Exposición A Flúor";"2014";"Success";"agrupar_fecha_inisintomas";"Success Exposición A Flúor 2014 : 3  rows, 4  columns"
"Exposición A Flúor";"2015";"Success";"agrupar_fecha_inisintomas";"Success Exposición A Flúor 2015 : 5  rows, 4  columns"
"Exposición A Flúor";"2016";"Success";"agrupar_fecha_inisintomas";"Success Exposición A Flúor 2016 : 5  rows, 4  columns"
"Exposición A Flúor";"2017";"Success";"agrupar_fecha_inisintomas";"Success Exposición A Flúor 2017 : 1  rows, 4  columns"
"Exposición A Flúor";"2018";"Success";"agrupar_fecha_inisintomas";"Success Exposición A Flúor 2018 : 1  rows, 4  columns"
"Exposición A Flúor";"2019";"Success";"agrupar_fecha_inisintomas";"Success Exposición A Flúor 2019 : 1  rows, 4  columns"
"Fiebre Amarilla";"2007";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Fiebre Amarilla";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Fiebre Amarilla";"2009";"Success";"agrupar_fecha_inisintomas";"Success Fiebre Amarilla 2009 : 5  rows, 4  columns"
"Fiebre Amarilla";"2013";"Success";"agrupar_fecha_inisintomas";"Success Fiebre Amarilla 2013 : 1  rows, 4  columns"
"Fiebre Amarilla";"2016";"Success";"agrupar_fecha_inisintomas";"Success Fiebre Amarilla 2016 : 7  rows, 4  columns"
"Fiebre Amarilla";"2018";"Success";"agrupar_fecha_inisintomas";"Success Fiebre Amarilla 2018 : 1  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2007";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Fiebre Tifoidea Y Paratifoidea";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Fiebre Tifoidea Y Paratifoidea";"2009";"Success";"agrupar_fecha_inisintomas";"Success Fiebre Tifoidea Y Paratifoidea 2009 : 74  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2010";"Success";"agrupar_fecha_inisintomas";"Success Fiebre Tifoidea Y Paratifoidea 2010 : 72  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2011";"Success";"agrupar_fecha_inisintomas";"Success Fiebre Tifoidea Y Paratifoidea 2011 : 78  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2012";"Success";"agrupar_fecha_inisintomas";"Success Fiebre Tifoidea Y Paratifoidea 2012 : 75  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2013";"Success";"agrupar_fecha_inisintomas";"Success Fiebre Tifoidea Y Paratifoidea 2013 : 73  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2014";"Success";"agrupar_fecha_inisintomas";"Success Fiebre Tifoidea Y Paratifoidea 2014 : 61  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2015";"Success";"agrupar_fecha_inisintomas";"Success Fiebre Tifoidea Y Paratifoidea 2015 : 170  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2016";"Success";"agrupar_fecha_inisintomas";"Success Fiebre Tifoidea Y Paratifoidea 2016 : 158  rows, 4  columns"
