"Desease";"Año";"Resultado";"Funcion donde se obtuve el resultado";"Mensaje"
"Anomalías Congénitas";"2010";"Success";"agrupar_fecha_notifica";"Success Anomalías Congénitas 2010 : 314  rows, 4  columns"
"Anomalías Congénitas";"2011";"Success";"agrupar_fecha_notifica";"Success Anomalías Congénitas 2011 : 577  rows, 4  columns"
"Anomalías Congénitas";"2012";"Success";"agrupar_fecha_notifica";"Success Anomalías Congénitas 2012 : 852  rows, 4  columns"
"Anomalías Congénitas";"2013";"Success";"agrupar_fecha_notifica";"Success Anomalías Congénitas 2013 : 402  rows, 4  columns"
"Anomalías Congénitas";"2014";"Success";"agrupar_fecha_notifica";"Success Anomalías Congénitas 2014 : 402  rows, 4  columns"
"Anomalías Congénitas";"2015";"Success";"agrupar_fecha_notifica";"Success Anomalías Congénitas 2015 : 1638  rows, 4  columns"
"Anomalías Congénitas";"2016";"Success";"agrupar_fecha_notifica";"Success Anomalías Congénitas 2016 : 1836  rows, 4  columns"
"Anomalías Congénitas";"2017";"Success";"agrupar_fecha_notifica";"Success Anomalías Congénitas 2017 : 1883  rows, 4  columns"
"Anomalías Congénitas";"2018";"Success";"agrupar_fecha_notifica";"Success Anomalías Congénitas 2018 : 1149  rows, 4  columns"
"Anomalías Congénitas";"2019";"Success";"agrupar_fecha_notifica";"Success Anomalías Congénitas 2019 : 1149  rows, 4  columns"
"Anomalías Congénitas";"2020";"Success";"agrupar_fecha_notifica";"Success Anomalías Congénitas 2020 : 1198  rows, 4  columns"
"Anomalías Congénitas";"2021";"Success";"agrupar_fecha_notifica";"Success Anomalías Congénitas 2021 : 2256  rows, 4  columns"
"Anomalías Congénitas";"2022";"Success";"agrupar_fecha_notifica";"Success Anomalías Congénitas 2022 : 2329  rows, 4  columns"
"Bajo Peso Al Nacer";"2012";"Success";"agrupar_fecha_notifica";"Success Bajo Peso Al Nacer 2012 : 13  rows, 4  columns"
"Bajo Peso Al Nacer";"2013";"Success";"agrupar_fecha_notifica";"Success Bajo Peso Al Nacer 2013 : 13  rows, 4  columns"
"Bajo Peso Al Nacer";"2014";"Success";"agrupar_fecha_notifica";"Success Bajo Peso Al Nacer 2014 : 13  rows, 4  columns"
"Bajo Peso Al Nacer";"2015";"Success";"agrupar_fecha_notifica";"Success Bajo Peso Al Nacer 2015 : 39  rows, 4  columns"
"Bajo Peso Al Nacer";"2016";"Success";"agrupar_fecha_notifica";"Success Bajo Peso Al Nacer 2016 : 39  rows, 4  columns"
"Bajo Peso Al Nacer";"2017";"Success";"agrupar_fecha_notifica";"Success Bajo Peso Al Nacer 2017 : 39  rows, 4  columns"
"Bajo Peso Al Nacer";"2018";"Success";"agrupar_fecha_notifica";"Success Bajo Peso Al Nacer 2018 : 39  rows, 4  columns"
"Bajo Peso Al Nacer";"2019";"Success";"agrupar_fecha_notifica";"Success Bajo Peso Al Nacer 2019 : 39  rows, 4  columns"
"Bajo Peso Al Nacer";"2020";"Success";"agrupar_fecha_notifica";"Success Bajo Peso Al Nacer 2020 : 39  rows, 4  columns"
"Bajo Peso Al Nacer";"2021";"Success";"agrupar_fecha_notifica";"Success Bajo Peso Al Nacer 2021 : 39  rows, 4  columns"
"Bajo Peso Al Nacer";"2022";"Success";"agrupar_fecha_notifica";"Success Bajo Peso Al Nacer 2022 : 1  rows, 4  columns"
"Cáncer De La Mama Y Cuello Uterino";"2016";"Success";"agrupar_fecha_notifica";"Success Cáncer De La Mama Y Cuello Uterino 2016 : 324  rows, 4  columns"
"Cáncer De La Mama Y Cuello Uterino";"2017";"Success";"agrupar_fecha_notifica";"Success Cáncer De La Mama Y Cuello Uterino 2017 : 339  rows, 4  columns"
"Cáncer De La Mama Y Cuello Uterino";"2018";"Success";"agrupar_fecha_notifica";"Success Cáncer De La Mama Y Cuello Uterino 2018 : 346  rows, 4  columns"
"Cáncer De La Mama Y Cuello Uterino";"2019";"Success";"agrupar_fecha_notifica";"Success Cáncer De La Mama Y Cuello Uterino 2019 : 342  rows, 4  columns"
"Cáncer De La Mama Y Cuello Uterino";"2020";"Success";"agrupar_fecha_notifica";"Success Cáncer De La Mama Y Cuello Uterino 2020 : 349  rows, 4  columns"
"Cáncer De La Mama Y Cuello Uterino";"2021";"Success";"agrupar_fecha_notifica";"Success Cáncer De La Mama Y Cuello Uterino 2021 : 349  rows, 4  columns"
"Cáncer Infantil";"2014";"Success";"agrupar_fecha_notifica";"Success Cáncer Infantil 2014 : 635  rows, 4  columns"
"Cáncer Infantil";"2015";"Success";"agrupar_fecha_notifica";"Success Cáncer Infantil 2015 : 533  rows, 4  columns"
"Cáncer Infantil";"2016";"Success";"agrupar_fecha_notifica";"Success Cáncer Infantil 2016 : 567  rows, 4  columns"
"Cáncer Infantil";"2017";"Success";"agrupar_fecha_notifica";"Success Cáncer Infantil 2017 : 639  rows, 4  columns"
"Cáncer Infantil";"2018";"Success";"agrupar_fecha_notifica";"Success Cáncer Infantil 2018 : 661  rows, 4  columns"
"Cáncer Infantil";"2019";"Success";"agrupar_fecha_notifica";"Success Cáncer Infantil 2019 : 699  rows, 4  columns"
"Cáncer Infantil";"2020";"Success";"agrupar_fecha_notifica";"Success Cáncer Infantil 2020 : 670  rows, 4  columns"
"Cáncer Infantil";"2021";"Success";"agrupar_fecha_notifica";"Success Cáncer Infantil 2021 : 592  rows, 4  columns"
"Cáncer Infantil";"2022";"Success";"agrupar_fecha_notifica";"Success Cáncer Infantil 2022 : 666  rows, 4  columns"
"Chagas";"2012";"Success";"agrupar_fecha_notifica";"Success Chagas 2012 : 437  rows, 4  columns"
"Chagas";"2013";"Success";"agrupar_fecha_notifica";"Success Chagas 2013 : 340  rows, 4  columns"
"Chagas";"2014";"Success";"agrupar_fecha_notifica";"Success Chagas 2014 : 465  rows, 4  columns"
"Chagas";"2015";"Success";"agrupar_fecha_notifica";"Success Chagas 2015 : 342  rows, 4  columns"
"Chagas";"2016";"Success";"agrupar_fecha_notifica";"Success Chagas 2016 : 356  rows, 4  columns"
"Chagas";"2017";"Success";"agrupar_fecha_notifica";"Success Chagas 2017 : 236  rows, 4  columns"
"Chagas";"2018";"Success";"agrupar_fecha_notifica";"Success Chagas 2018 : 137  rows, 4  columns"
"Chagas";"2019";"Success";"agrupar_fecha_notifica";"Success Chagas 2019 : 184  rows, 4  columns"
"Chagas";"2020";"Success";"agrupar_fecha_notifica";"Success Chagas 2020 : 82  rows, 4  columns"
"Chagas";"2021";"Success";"agrupar_fecha_notifica";"Success Chagas 2021 : 162  rows, 4  columns"
"Chagas";"2022";"Success";"agrupar_fecha_notifica";"Success Chagas 2022 : 258  rows, 4  columns"
"Chikunguya";"2014";"Success";"agrupar_fecha_notifica";"Success Chikunguya 2014 : 258  rows, 4  columns"
"Chikunguya";"2015";"Success";"agrupar_fecha_notifica";"Success Chikunguya 2015 : 258  rows, 4  columns"
"Chikunguya";"2016";"Success";"agrupar_fecha_notifica";"Success Chikunguya 2016 : 258  rows, 4  columns"
"Chikunguya";"2017";"Success";"agrupar_fecha_notifica";"Success Chikunguya 2017 : 613  rows, 4  columns"
"Chikunguya";"2018";"Success";"agrupar_fecha_notifica";"Success Chikunguya 2018 : 470  rows, 4  columns"
"Chikunguya";"2019";"Success";"agrupar_fecha_notifica";"Success Chikunguya 2019 : 392  rows, 4  columns"
"Chikunguya";"2020";"Success";"agrupar_fecha_notifica";"Success Chikunguya 2020 : 121  rows, 4  columns"
"Chikunguya";"2021";"Success";"agrupar_fecha_notifica";"Success Chikunguya 2021 : 46  rows, 4  columns"
"Chikunguya";"2022";"Success";"agrupar_fecha_notifica";"Success Chikunguya 2022 : 70  rows, 4  columns"
"Dengue";"2007";"Success";"agrupar_fecha_notifica";"Success Dengue 2007 : 70  rows, 4  columns"
"Dengue";"2008";"Success";"agrupar_fecha_notifica";"Success Dengue 2008 : 70  rows, 4  columns"
"Dengue";"2009";"Success";"agrupar_fecha_notifica";"Success Dengue 2009 : 70  rows, 4  columns"
"Dengue";"2010";"Success";"agrupar_fecha_notifica";"Success Dengue 2010 : 70  rows, 4  columns"
"Dengue";"2011";"Success";"agrupar_fecha_notifica";"Success Dengue 2011 : 70  rows, 4  columns"
"Dengue";"2012";"Success";"agrupar_fecha_notifica";"Success Dengue 2012 : 70  rows, 4  columns"
"Dengue";"2013";"Success";"agrupar_fecha_notifica";"Success Dengue 2013 : 70  rows, 4  columns"
"Dengue";"2014";"Success";"agrupar_fecha_notifica";"Success Dengue 2014 : 70  rows, 4  columns"
"Dengue";"2015";"Success";"agrupar_fecha_notifica";"Success Dengue 2015 : 70  rows, 4  columns"
"Dengue";"2016";"Success";"agrupar_fecha_notifica";"Success Dengue 2016 : 70  rows, 4  columns"
"Dengue";"2017";"Success";"agrupar_fecha_notifica";"Success Dengue 2017 : 2241  rows, 4  columns"
"Dengue";"2018";"Success";"agrupar_fecha_notifica";"Success Dengue 2018 : 2825  rows, 4  columns"
"Dengue";"2019";"Success";"agrupar_fecha_notifica";"Success Dengue 2019 : 2825  rows, 4  columns"
"Dengue";"2020";"Success";"agrupar_fecha_notifica";"Success Dengue 2020 : 3280  rows, 4  columns"
"Dengue";"2021";"Success";"agrupar_fecha_notifica";"Success Dengue 2021 : 2990  rows, 4  columns"
"Dengue";"2022";"Success";"agrupar_fecha_notifica";"Success Dengue 2022 : 2990  rows, 4  columns"
"Dengue Grave";"2007";"Success";"agrupar_fecha_notifica";"Success Dengue Grave 2007 : 2990  rows, 4  columns"
"Dengue Grave";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Dengue Grave";"2009";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Dengue Grave";"2010";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Dengue Grave";"2011";"Success";"agrupar_fecha_notifica";"Success Dengue Grave 2011 : 567  rows, 4  columns"
"Dengue Grave";"2012";"Success";"agrupar_fecha_notifica";"Success Dengue Grave 2012 : 653  rows, 4  columns"
"Dengue Grave";"2013";"Success";"agrupar_fecha_notifica";"Success Dengue Grave 2013 : 897  rows, 4  columns"
"Dengue Grave";"2014";"Success";"agrupar_fecha_notifica";"Success Dengue Grave 2014 : 897  rows, 4  columns"
"Dengue Grave";"2015";"Success";"agrupar_fecha_notifica";"Success Dengue Grave 2015 : 642  rows, 4  columns"
"Dengue Grave";"2016";"Success";"agrupar_fecha_notifica";"Success Dengue Grave 2016 : 497  rows, 4  columns"
"Dengue Grave";"2017";"Success";"agrupar_fecha_notifica";"Success Dengue Grave 2017 : 205  rows, 4  columns"
"Dengue Grave";"2018";"Success";"agrupar_fecha_notifica";"Success Dengue Grave 2018 : 370  rows, 4  columns"
"Dengue Grave";"2019";"Success";"agrupar_fecha_notifica";"Success Dengue Grave 2019 : 595  rows, 4  columns"
"Dengue Grave";"2020";"Success";"agrupar_fecha_notifica";"Success Dengue Grave 2020 : 446  rows, 4  columns"
"Dengue Grave";"2021";"Success";"agrupar_fecha_notifica";"Success Dengue Grave 2021 : 445  rows, 4  columns"
"Dengue Grave";"2022";"Success";"agrupar_fecha_notifica";"Success Dengue Grave 2022 : 445  rows, 4  columns"
"Esi - Irag (Vigilancia Centinela)";"2008";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2008 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2009";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2009 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2010";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2010 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2011";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2011 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2012";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2012 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2013";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2013 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2014";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2014 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2015";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2015 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2016";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2016 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2017";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2017 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2018";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2018 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2019";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2019 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2020";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2020 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2021";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2021 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Esi - Irag (Vigilancia Centinela)";"2022";"Error";"import_data_event";"Error import_data_event Esi - Irag (Vigilancia Centinela) 2022 :  Error in stri_detect_regex(string, pattern, negate = negate, opts_regex = opts(pattern)): Incorrectly nested parentheses in regex pattern. (U_REGEX_MISMATCHED_PAREN, context=`Esi - Irag (Vigilancia Centinela`)
"
"Evento Adverso Grave Posterior A La Vacunación";"2007";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Evento Adverso Grave Posterior A La Vacunación";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Evento Adverso Grave Posterior A La Vacunación";"2009";"Success";"agrupar_fecha_notifica";"Success Evento Adverso Grave Posterior A La Vacunación 2009 : 279  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2010";"Success";"agrupar_fecha_notifica";"Success Evento Adverso Grave Posterior A La Vacunación 2010 : 396  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2011";"Success";"agrupar_fecha_notifica";"Success Evento Adverso Grave Posterior A La Vacunación 2011 : 427  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2012";"Success";"agrupar_fecha_notifica";"Success Evento Adverso Grave Posterior A La Vacunación 2012 : 501  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2013";"Success";"agrupar_fecha_notifica";"Success Evento Adverso Grave Posterior A La Vacunación 2013 : 479  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2014";"Success";"agrupar_fecha_notifica";"Success Evento Adverso Grave Posterior A La Vacunación 2014 : 498  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2015";"Success";"agrupar_fecha_notifica";"Success Evento Adverso Grave Posterior A La Vacunación 2015 : 448  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2016";"Success";"agrupar_fecha_notifica";"Success Evento Adverso Grave Posterior A La Vacunación 2016 : 445  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2017";"Success";"agrupar_fecha_notifica";"Success Evento Adverso Grave Posterior A La Vacunación 2017 : 406  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2018";"Success";"agrupar_fecha_notifica";"Success Evento Adverso Grave Posterior A La Vacunación 2018 : 291  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2019";"Success";"agrupar_fecha_notifica";"Success Evento Adverso Grave Posterior A La Vacunación 2019 : 358  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2020";"Success";"agrupar_fecha_notifica";"Success Evento Adverso Grave Posterior A La Vacunación 2020 : 238  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2021";"Success";"agrupar_fecha_notifica";"Success Evento Adverso Grave Posterior A La Vacunación 2021 : 235  rows, 4  columns"
"Evento Adverso Grave Posterior A La Vacunación";"2022";"Success";"agrupar_fecha_notifica";"Success Evento Adverso Grave Posterior A La Vacunación 2022 : 181  rows, 4  columns"
"Exposición A Flúor";"2012";"Success";"agrupar_fecha_notifica";"Success Exposición A Flúor 2012 : 1  rows, 4  columns"
"Exposición A Flúor";"2013";"Success";"agrupar_fecha_notifica";"Success Exposición A Flúor 2013 : 2  rows, 4  columns"
"Exposición A Flúor";"2014";"Success";"agrupar_fecha_notifica";"Success Exposición A Flúor 2014 : 3  rows, 4  columns"
"Exposición A Flúor";"2015";"Success";"agrupar_fecha_notifica";"Success Exposición A Flúor 2015 : 5  rows, 4  columns"
"Exposición A Flúor";"2016";"Success";"agrupar_fecha_notifica";"Success Exposición A Flúor 2016 : 5  rows, 4  columns"
"Exposición A Flúor";"2017";"Success";"agrupar_fecha_notifica";"Success Exposición A Flúor 2017 : 1  rows, 4  columns"
"Exposición A Flúor";"2018";"Success";"agrupar_fecha_notifica";"Success Exposición A Flúor 2018 : 1  rows, 4  columns"
"Exposición A Flúor";"2019";"Success";"agrupar_fecha_notifica";"Success Exposición A Flúor 2019 : 1  rows, 4  columns"
"Fiebre Amarilla";"2007";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Fiebre Amarilla";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Fiebre Amarilla";"2009";"Success";"agrupar_fecha_notifica";"Success Fiebre Amarilla 2009 : 3  rows, 4  columns"
"Fiebre Amarilla";"2013";"Success";"agrupar_fecha_notifica";"Success Fiebre Amarilla 2013 : 1  rows, 4  columns"
"Fiebre Amarilla";"2016";"Success";"agrupar_fecha_notifica";"Success Fiebre Amarilla 2016 : 7  rows, 4  columns"
"Fiebre Amarilla";"2018";"Success";"agrupar_fecha_notifica";"Success Fiebre Amarilla 2018 : 1  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2007";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Fiebre Tifoidea Y Paratifoidea";"2008";"Error";"limpiar_data_sivigila";"El parametro data_event no debe estar vacio"
"Fiebre Tifoidea Y Paratifoidea";"2009";"Success";"agrupar_fecha_notifica";"Success Fiebre Tifoidea Y Paratifoidea 2009 : 77  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2010";"Success";"agrupar_fecha_notifica";"Success Fiebre Tifoidea Y Paratifoidea 2010 : 82  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2011";"Success";"agrupar_fecha_notifica";"Success Fiebre Tifoidea Y Paratifoidea 2011 : 81  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2012";"Success";"agrupar_fecha_notifica";"Success Fiebre Tifoidea Y Paratifoidea 2012 : 91  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2013";"Success";"agrupar_fecha_notifica";"Success Fiebre Tifoidea Y Paratifoidea 2013 : 87  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2014";"Success";"agrupar_fecha_notifica";"Success Fiebre Tifoidea Y Paratifoidea 2014 : 68  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2015";"Success";"agrupar_fecha_notifica";"Success Fiebre Tifoidea Y Paratifoidea 2015 : 225  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2016";"Success";"agrupar_fecha_notifica";"Success Fiebre Tifoidea Y Paratifoidea 2016 : 208  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2017";"Success";"agrupar_fecha_notifica";"Success Fiebre Tifoidea Y Paratifoidea 2017 : 116  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2018";"Success";"agrupar_fecha_notifica";"Success Fiebre Tifoidea Y Paratifoidea 2018 : 139  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2019";"Success";"agrupar_fecha_notifica";"Success Fiebre Tifoidea Y Paratifoidea 2019 : 125  rows, 4  columns"
"Fiebre Tifoidea Y Paratifoidea";"2020";"Success";"agrupar_fecha_notifica";"Success Fiebre Tifoidea Y Paratifoidea 2020 : 50  rows, 4  columns"
